date,openrecovered,closerecovered,outstandingshares
2017-12-29,7.75,9.3,26500000.0
2018-01-02,10.23,10.23,26500000.0
2018-01-03,11.25,11.25,26500000.0
2018-01-04,12.38,12.38,26500000.0
2018-01-05,13.62,13.62,26500000.0
2018-01-08,14.98,14.98,26500000.0
2018-01-09,16.48,16.48,26500000.0
2018-01-10,18.13,18.13,26500000.0
2018-01-11,19.94,19.94,26500000.0
2018-01-12,21.93,21.93,26500000.0
2018-01-15,24.12,24.12,26500000.0
2018-01-16,26.53,26.53,26500000.0
2018-01-17,29.18,29.18,26500000.0
2018-01-18,32.1,29.99,26500000.0
2018-01-19,28.15,27.01,26500000.0
2018-01-22,25.52,24.53,26500000.0
2018-01-23,24.56,25.17,26500000.0
2018-01-24,25.1,25.94,26500000.0
2018-01-25,25.42,25.39,26500000.0
2018-01-26,24.61,24.89,26500000.0
2018-01-29,24.8,27.38,26500000.0
2018-01-30,27.8,27.08,26500000.0
2018-01-31,26.08,27.64,26500000.0
2018-02-01,27.38,29.16,26500000.0
2018-02-02,27.23,28.15,26500000.0
2018-02-05,26.19,25.34,26500000.0
2018-02-06,22.81,22.81,26500000.0
2018-02-07,20.75,21.18,26500000.0
2018-02-08,20.83,20.93,26500000.0
2018-02-09,19.1,18.84,26500000.0
2018-02-12,19.7,19.43,26500000.0
2018-02-13,19.75,18.61,26500000.0
2018-02-14,18.45,18.62,26500000.0
2018-02-22,18.97,19.25,26500000.0
2018-02-23,19.25,19.53,26500000.0
2018-02-26,20.15,20.37,26500000.0
2018-02-27,20.18,21.64,26500000.0
2018-02-28,21.06,20.45,26500000.0
2018-03-01,20.02,20.7,26500000.0
2018-03-02,20.51,19.92,26500000.0
2018-03-05,20.05,20.59,26500000.0
2018-03-06,20.83,20.96,26500000.0
2018-03-07,20.97,21.83,26500000.0
2018-03-08,21.55,23.45,26500000.0
2018-03-09,23.03,23.21,26500000.0
2018-03-12,23.3,23.75,26500000.0
2018-03-13,23.82,23.2,26500000.0
2018-03-14,23.31,23.19,26500000.0
2018-03-15,21.75,21.29,26500000.0
2018-03-16,20.98,21.29,26500000.0
2018-03-19,21.44,22.52,26500000.0
2018-03-20,22.16,24.77,26500000.0
2018-03-21,25.36,23.76,26500000.0
2018-03-22,23.69,24.0,26500000.0
2018-03-23,22.1,21.6,26500000.0
2018-03-26,20.49,21.7,26500000.0
2018-03-27,21.73,22.35,26500000.0
2018-03-28,21.78,23.21,26500000.0
2018-03-29,23.1,23.48,26500000.0
2018-03-30,23.24,23.44,26500000.0
2018-04-02,23.25,24.81,26500000.0
2018-04-03,23.9,24.31,26500000.0
2018-04-04,24.32,24.48,26500000.0
2018-04-09,24.32,26.93,26500000.0
2018-04-10,27.23,26.08,26500000.0
2018-04-11,25.82,25.87,26500000.0
2018-04-12,25.42,24.98,26500000.0
2018-04-13,24.95,25.27,26500000.0
2018-04-16,24.99,24.68,26500000.0
2018-04-17,24.8,24.89,26500000.0
2018-04-18,25.0,24.13,26500000.0
2018-04-19,23.82,23.51,26500000.0
2018-04-20,23.0,21.39,26500000.0
2018-04-23,21.45,21.8,26500000.0
2018-04-24,21.8,22.71,26500000.0
2018-04-25,22.58,22.56,26500000.0
2018-04-26,22.88,21.54,26500000.0
2018-04-27,21.74,21.79,26500000.0
2018-05-02,21.86,21.75,26500000.0
2018-05-03,21.77,22.38,26500000.0
2018-05-04,22.34,22.15,26500000.0
2018-05-07,22.18,23.26,26500000.0
2018-05-08,23.37,23.51,26500000.0
2018-05-09,23.6,23.66,26500000.0
2018-05-10,23.69,23.85,26500000.0
2018-05-11,23.75,23.49,26500000.0
2018-05-14,23.14,23.2,26500000.0
2018-05-15,23.27,24.16,26500000.0
2018-05-16,23.87,23.63,26500000.0
2018-05-17,24.0,24.42,26500000.0
2018-05-18,24.2,24.18,26500000.0
2018-05-21,24.5,25.07,26500000.0
2018-05-22,24.97,25.81,26500000.0
2018-05-23,26.41,28.39,26500000.0
2018-05-24,27.11,28.43,26500000.0
2018-05-25,27.8,29.38,26500000.0
2018-05-28,29.8,26.45,26500000.0
2018-05-29,25.7,26.14,26500000.0
2018-05-30,25.8,23.53,26500000.0
2018-05-31,23.65,24.04,26500000.0
2018-06-01,23.66,23.2,26500000.0
2018-06-04,23.54,23.98,26500000.0
2018-06-05,24.0,24.72,26500000.0
2018-06-06,24.82,25.28,26500000.0
2018-06-07,25.2,24.58,26500000.0
2018-06-08,24.4,24.7,26500000.0
2018-06-11,24.5,25.79,26500000.0
2018-06-12,25.9,25.3,26500000.0
2018-06-13,24.93,24.1,26500000.0
2018-06-14,23.95,24.68,26500000.0
2018-06-15,24.92,24.15,26500000.0
2018-06-19,22.34,21.74,26500000.0
2018-06-20,21.05,22.09,26500000.0
2018-06-21,22.01,20.26,26500000.0
2018-06-22,20.0,20.59,26500000.0
2018-06-25,20.89,21.16,26500000.0
2018-06-26,20.81,21.51,26500000.0
2018-06-27,21.52,21.42,26500000.0
2018-06-28,21.36,21.26,26500000.0
2018-06-29,21.2,21.98,26500000.0
2018-07-02,22.1,21.54,26500000.0
2018-07-03,21.67,22.15,26500000.0
2018-07-04,22.02,20.91,26500000.0
2018-07-05,20.68,20.31,26500000.0
2018-07-06,20.29,20.68,26500000.0
2018-07-09,20.88,21.54,26500000.0
2018-07-10,21.53999616,21.791162160000003,26500000.0
2018-07-11,21.791162160000003,22.58484672,26500000.0
2018-07-12,22.69535976,23.23787832,26500000.0
2018-07-13,22.97666568,22.66521984,26500000.0
2018-07-16,22.44419376,22.43414712,26500000.0
2018-07-17,22.4542404,22.33368072,26500000.0
2018-07-18,22.494426960000002,21.87153528,26500000.0
2018-07-19,21.801208799999998,21.37924992,26500000.0
2018-07-20,21.27878352,21.69069576,26500000.0
2018-07-23,21.791162160000003,21.69069576,26500000.0
2018-07-24,21.89162856,22.48438032,26500000.0
2018-07-25,22.47433368,21.99209496,26500000.0
2018-07-26,21.851442,21.28883016,26500000.0
2018-07-27,21.11803728,21.21850368,26500000.0
2018-07-30,21.28883016,20.535332160000003,26500000.0
2018-07-31,20.394679200000002,20.545378799999998,26500000.0
2018-08-01,20.75635824,19.93253376,26500000.0
2018-08-02,20.03300016,19.0383828,26500000.0
2018-08-03,19.07856936,18.706843680000002,26500000.0
2018-08-06,18.586284,18.04376544,26500000.0
2018-08-07,18.184418400000002,18.6867504,26500000.0
2018-08-08,18.67670376,18.2346516,26500000.0
2018-08-09,18.184418400000002,18.72693696,26500000.0
2018-08-10,18.65661048,18.857543279999998,26500000.0
2018-08-13,18.385351200000002,18.87763656,26500000.0
2018-08-14,18.87763656,19.04842944,26500000.0
2018-08-15,19.01828952,18.25474488,26500000.0
2018-08-16,17.99353224,18.0337188,26500000.0
2018-08-17,18.19446504,17.60171328,26500000.0
2018-08-20,17.62180656,17.94329904,26500000.0
2018-08-21,18.0337188,18.0337188,26500000.0
2018-08-22,17.92320576,17.56152672,26500000.0
2018-08-23,17.58162,17.90311248,26500000.0
2018-08-24,17.90311248,17.71222632,26500000.0
2018-08-27,17.74236624,18.24469824,26500000.0
2018-08-28,18.31502472,18.4355844,26500000.0
2018-08-29,18.21455832,18.1341852,26500000.0
2018-08-30,18.1341852,17.56152672,26500000.0
2018-08-31,17.50124688,17.24003424,26500000.0
2018-09-03,17.19984768,17.1295212,26500000.0
2018-09-04,17.19984768,17.24003424,26500000.0
2018-09-05,17.229987599999998,17.079288,26500000.0
2018-09-06,16.93863504,17.16970776,26500000.0
2018-09-07,17.18980104,17.29026744,26500000.0
2018-09-10,17.30031408,16.75779552,26500000.0
2018-09-11,16.828122,16.95872832,26500000.0
2018-09-12,16.98886824,17.11947456,26500000.0
2018-09-13,17.37064056,17.2802208,26500000.0
2018-09-14,17.36059392,16.9788216,26500000.0
2018-09-17,16.928588400000002,16.386069839999998,26500000.0
2018-09-18,16.476489599999997,16.58700264,26500000.0
2018-09-19,16.58700264,16.65732912,26500000.0
2018-09-20,16.64728248,16.54681608,26500000.0
2018-09-21,16.617142559999998,16.88840184,26500000.0
2018-09-25,16.80802872,17.39073384,26500000.0
2018-09-26,17.27017416,17.56152672,26500000.0
2018-09-27,17.49120024,16.80802872,26500000.0
2018-09-28,16.73770224,17.35054728,26500000.0
2018-10-08,16.99891488,16.86830856,26500000.0
2018-10-09,16.7778888,17.682086400000003,26500000.0
2018-10-10,17.551480079999997,17.95334568,26500000.0
2018-10-11,17.079288,16.30569672,26500000.0
2018-10-12,16.084670640000002,16.175090400000002,26500000.0
2018-10-15,16.18513704,15.873691200000001,26500000.0
2018-10-16,15.923924399999999,15.6225252,26500000.0
2018-10-17,15.84355128,16.10476392,26500000.0
2018-10-18,16.10476392,17.71222632,26500000.0
2018-10-19,17.58162,17.51129352,26500000.0
2018-10-22,17.330454,18.385351200000002,26500000.0
2018-10-23,18.20451168,17.782552799999998,26500000.0
2018-10-24,17.631853200000002,17.340500640000002,26500000.0
2018-10-25,16.53676944,16.747748880000003,26500000.0
2018-10-26,17.079288,16.59704928,26500000.0
2018-10-29,16.607095920000003,16.707562319999997,26500000.0
2018-10-30,16.9788216,17.641899839999997,26500000.0
2018-10-31,17.37064056,18.41549112,26500000.0
2018-11-01,17.983485599999998,17.85287928,26500000.0
