date,openrecovered,closerecovered,outstandingshares
2018-04-10,25.43,25.43,44600000.0
2018-04-11,27.97,27.97,44600000.0
2018-04-12,30.77,30.77,44600000.0
2018-04-13,33.85,33.85,44600000.0
2018-04-16,37.24,37.24,44600000.0
2018-04-17,40.96,40.96,44600000.0
2018-04-18,45.06,45.06,44600000.0
2018-04-19,43.33,45.44,44600000.0
2018-04-20,43.5,46.35,44600000.0
2018-04-23,45.1,48.77,44600000.0
2018-04-24,48.0,47.32,44600000.0
2018-04-25,46.7,46.15,44600000.0
2018-04-26,45.1,41.57,44600000.0
2018-04-27,41.6,42.55,44600000.0
2018-05-02,42.0,40.74,44600000.0
2018-05-03,40.35,41.83,44600000.0
2018-05-04,41.18,40.82,44600000.0
2018-05-07,41.21,41.76,44600000.0
2018-05-08,41.52,41.68,44600000.0
2018-05-09,41.69,43.19,44600000.0
2018-05-10,42.75,44.23,44600000.0
2018-05-11,43.81,44.19,44600000.0
2018-05-14,44.67,46.34,44600000.0
2018-05-15,46.34,48.3,44600000.0
2018-05-16,47.0,44.89,44600000.0
2018-05-17,44.8,45.4,44600000.0
2018-05-18,44.82,44.11,44600000.0
2018-05-21,44.68,46.82,44600000.0
2018-05-22,46.49,48.63,44600000.0
2018-05-23,48.75,46.95,44600000.0
2018-05-24,46.18,48.48,44600000.0
2018-05-25,47.64,46.9,44600000.0
2018-05-28,45.79,42.21,44600000.0
2018-05-29,41.5,41.87,44600000.0
2018-05-30,40.0,37.7,44600000.0
2018-05-31,38.4,39.22,44600000.0
2018-06-01,38.88,38.0,44600000.0
2018-06-04,38.4,38.98,44600000.0
2018-06-05,38.87,40.39,44600000.0
2018-06-06,40.15,40.28,44600000.0
2018-06-07,40.6,39.2,44600000.0
2018-06-08,38.6,38.85,44600000.0
2018-06-11,38.84,37.9,44600000.0
2018-06-12,37.98,36.96,44600000.0
2018-06-13,36.65,35.31,44600000.0
2018-06-14,35.4,35.8,44600000.0
2018-06-15,35.85,34.26,44600000.0
2018-06-19,33.15,30.83,44600000.0
2018-06-20,30.52,31.98,44600000.0
2018-06-21,31.85,32.35,44600000.0
2018-06-22,31.4,33.07,44600000.0
2018-06-25,33.13,32.74,44600000.0
2018-06-26,31.48,33.34,44600000.0
2018-06-27,33.2,33.46,44600000.0
2018-06-28,33.25,32.06,44600000.0
2018-06-29,32.01,33.57,44600000.0
2018-07-02,33.57,34.3,44600000.0
2018-07-03,33.95,35.43,44600000.0
2018-07-04,34.8,32.71,44600000.0
2018-07-05,32.3,31.55,44600000.0
2018-07-06,31.59,34.71,44600000.0
2018-07-09,36.8,35.86,44600000.0
2018-07-10,36.0,37.29,44600000.0
2018-07-11,35.88,36.92,44600000.0
2018-07-12,36.51,37.96,44600000.0
2018-07-13,37.65,36.53,44600000.0
