date,openrecovered,closerecovered,outstandingshares
2016-09-02,5.99,6.68,209445500.0
2016-09-05,7.35,7.35,209445500.0
2016-09-06,8.09,8.09,209445500.0
2016-09-07,8.9,8.9,209445500.0
2016-09-08,9.79,9.79,209445500.0
2016-09-09,10.77,10.77,209445500.0
2016-09-12,11.85,11.85,209445500.0
2016-09-13,13.04,13.04,209445500.0
2016-09-14,14.34,14.34,209445500.0
2016-09-19,15.77,15.77,209445500.0
2016-09-20,16.2,16.41,209445500.0
2016-09-21,16.0,15.7,209445500.0
2016-09-22,15.91,15.13,209445500.0
2016-09-23,14.98,14.41,209445500.0
2016-09-26,14.33,13.85,209445500.0
2016-09-27,13.8,13.49,209445500.0
2016-09-28,13.35,13.09,209445500.0
2016-09-29,13.1,13.14,209445500.0
2016-09-30,13.04,12.63,209445500.0
2016-10-10,12.72,13.0,209445500.0
2016-10-11,13.0,13.45,209445500.0
2016-10-12,13.2,13.1,209445500.0
2016-10-13,13.11,12.8,209445500.0
2016-10-14,12.8,12.94,209445500.0
2016-10-17,12.87,12.45,209445500.0
2016-10-18,12.4,12.5,209445500.0
2016-10-19,12.44,12.36,209445500.0
2016-10-20,12.35,12.29,209445500.0
2016-10-21,12.26,12.21,209445500.0
2016-10-24,12.24,12.46,209445500.0
2016-10-25,12.39,13.1,209445500.0
2016-10-26,12.94,12.84,209445500.0
2016-10-27,12.84,12.67,209445500.0
2016-10-28,12.55,13.14,209445500.0
2016-10-31,12.95,13.39,209445500.0
2016-11-01,13.2,13.17,209445500.0
2016-11-02,13.09,12.9,209445500.0
2016-11-03,12.8,12.89,209445500.0
2016-11-04,12.83,12.71,209445500.0
2016-11-07,12.7,12.69,209445500.0
2016-11-08,12.71,12.95,209445500.0
2016-11-09,12.9,12.69,209445500.0
2016-11-10,12.84,13.24,209445500.0
2016-11-11,13.27,13.55,209445500.0
2016-11-14,13.42,13.97,209445500.0
2016-11-15,13.84,13.74,209445500.0
2016-11-16,13.74,13.7,209445500.0
2016-11-17,13.65,13.54,209445500.0
2016-11-18,13.5,13.34,209445500.0
2016-11-21,13.36,13.38,209445500.0
2016-11-22,13.37,13.48,209445500.0
2016-11-23,13.5,13.45,209445500.0
2016-11-24,13.33,13.23,209445500.0
2016-11-25,13.23,13.35,209445500.0
2016-11-28,13.36,13.38,209445500.0
2016-11-29,13.3,12.85,209445500.0
2016-11-30,12.76,12.59,209445500.0
2016-12-01,12.65,12.66,209445500.0
2016-12-02,12.65,12.42,209445500.0
2016-12-05,12.3,12.47,209445500.0
2016-12-06,12.48,12.52,209445500.0
2016-12-07,12.48,12.6,209445500.0
2016-12-08,12.6,12.71,209445500.0
2016-12-09,12.69,12.74,209445500.0
2016-12-12,12.7,11.87,209445500.0
2016-12-13,11.87,11.87,209445500.0
2016-12-14,11.86,11.87,209445500.0
2016-12-15,11.81,11.82,209445500.0
2016-12-16,11.8,11.88,209445500.0
2016-12-19,11.86,11.64,209445500.0
2016-12-20,11.63,11.27,209445500.0
2016-12-21,11.31,11.37,209445500.0
2016-12-22,11.35,11.24,209445500.0
2016-12-23,11.19,10.89,209445500.0
2016-12-26,10.8,10.98,209445500.0
2016-12-27,10.92,10.85,209445500.0
2016-12-28,10.84,10.75,209445500.0
2016-12-29,10.75,10.79,209445500.0
2016-12-30,10.76,10.82,209445500.0
2017-01-03,10.83,11.03,209445500.0
2017-01-04,11.03,11.04,209445500.0
2017-01-05,11.02,11.02,209445500.0
2017-01-06,10.99,10.85,209445500.0
2017-01-09,10.83,10.8,209445500.0
2017-01-10,10.8,10.66,209445500.0
2017-01-11,10.66,10.5,209445500.0
2017-01-12,10.48,10.37,209445500.0
2017-01-13,10.37,10.18,209445500.0
2017-01-16,10.14,9.7,209445500.0
2017-01-17,9.63,9.78,209445500.0
2017-01-18,9.75,9.58,209445500.0
2017-01-19,9.53,9.55,209445500.0
2017-01-20,9.53,9.76,209445500.0
2017-01-23,9.73,9.78,209445500.0
2017-01-24,9.78,9.8,209445500.0
2017-01-25,9.77,9.79,209445500.0
2017-01-26,9.8,9.91,209445500.0
2017-02-03,9.91,9.8,209445500.0
2017-02-06,9.79,9.96,209445500.0
2017-02-07,9.92,9.9,209445500.0
2017-02-08,9.86,10.1,209445500.0
2017-02-09,10.05,10.07,209445500.0
2017-02-10,10.16,11.08,209445500.0
2017-02-13,12.19,12.19,209445500.0
2017-02-14,13.41,13.41,209445500.0
2017-02-15,14.0,14.75,209445500.0
2017-02-16,15.0,16.23,209445500.0
2017-02-17,16.02,16.77,209445500.0
2017-02-20,16.05,16.4,209445500.0
2017-02-21,16.1,16.4,209445500.0
2017-02-22,15.94,16.0,209445500.0
2017-02-23,15.8,16.14,209445500.0
2017-02-24,16.0,17.73,209445500.0
2017-02-27,16.6,19.5,209445500.0
2017-02-28,19.1,21.4,209445500.0
2017-03-01,20.99,20.01,209445500.0
2017-03-02,19.13,20.1,209445500.0
2017-03-03,19.6,18.81,209445500.0
2017-03-06,18.89,18.9,209445500.0
2017-03-07,19.8,20.78,209445500.0
2017-03-08,20.66,20.82,209445500.0
2017-03-09,21.18,21.21,209445500.0
2017-03-10,20.7,20.7,209445500.0
2017-03-13,20.35,20.9,209445500.0
2017-03-14,20.8,20.78,209445500.0
2017-03-15,20.0,20.7,209445500.0
2017-03-16,20.66,20.9,209445500.0
2017-03-17,20.42,18.97,209445500.0
2017-03-20,19.7,20.14,209445500.0
2017-03-21,19.54,20.0,209445500.0
2017-03-22,19.9,20.09,209445500.0
2017-03-23,20.5,20.37,209445500.0
2017-03-24,20.45,20.2,209445500.0
2017-03-27,20.2,20.45,209445500.0
2017-03-28,20.46,21.76,209445500.0
2017-03-29,21.55,21.27,209445500.0
2017-03-30,21.1,20.77,209445500.0
2017-03-31,20.46,18.69,209445500.0
2017-04-05,16.82,18.83,209445500.0
2017-04-06,18.09,19.68,209445500.0
2017-04-07,19.43,20.6,209445500.0
2017-04-10,20.95,21.29,209445500.0
2017-04-11,21.28,22.98,209445500.0
2017-04-12,22.98,22.98,209445500.0
2017-04-13,22.98,22.98,209445500.0
2017-04-14,22.98,22.98,209445500.0
2017-04-17,22.98,22.98,209445500.0
2017-04-18,22.98,22.98,209445500.0
2017-04-19,22.98,22.98,209445500.0
2017-04-20,22.98,22.98,209445500.0
2017-04-21,22.98,22.98,209445500.0
2017-04-24,20.68,22.2,209445500.0
2017-04-25,20.05,20.51,209445500.0
2017-04-26,20.57,22.01,209445500.0
2017-04-27,21.6,23.57,209445500.0
2017-04-28,22.0,23.63,209445500.0
2017-05-02,22.9,21.5,209445500.0
2017-05-03,21.4,19.35,209445500.0
2017-05-04,17.7,19.89,209445500.0
2017-05-05,18.8,17.9,209445500.0
2017-05-08,17.23,16.11,209445500.0
2017-05-09,15.01,15.84,209445500.0
2017-05-10,15.85,16.77,209445500.0
2017-05-11,16.3,16.0,209445500.0
2017-05-12,16.1009508,16.26246504,209445500.0
2017-05-15,16.2018972,15.57602952,209445500.0
2017-05-16,15.6971652,16.01009904,209445500.0
2017-05-17,15.88896336,15.95962584,209445500.0
2017-05-18,15.68707056,14.36467272,209445500.0
2017-05-19,14.16277992,14.04164424,209445500.0
2017-05-22,14.02145496,14.19306384,209445500.0
2017-05-23,14.20315848,13.19369448,209445500.0
2017-05-24,13.11293736,12.98170704,209445500.0
2017-05-25,13.05236952,13.16341056,209445500.0
2017-05-26,13.08265344,12.78990888,209445500.0
2017-05-31,13.0220856,12.6183,209445500.0
2017-06-01,12.4668804,11.71987704,209445500.0
2017-06-02,11.7097824,11.9116752,209445500.0
2017-06-05,11.861202,11.98233768,209445500.0
2017-06-06,11.93186448,11.79053952,209445500.0
2017-06-07,11.83091808,12.9716124,209445500.0
2017-06-08,13.06246416,12.70915176,209445500.0
2017-06-09,12.6183,12.6183,209445500.0
2017-06-12,12.50725896,12.74953032,209445500.0
2017-06-13,12.59811072,12.8201928,209445500.0
2017-06-14,12.7697196,12.81009816,209445500.0
2017-06-15,12.81009816,13.19369448,209445500.0
2017-06-16,13.04227488,13.3249248,209445500.0
2017-06-19,13.3249248,13.30473552,209445500.0
2017-06-20,13.2239784,13.33501944,209445500.0
2017-06-21,13.45615512,13.09274808,209445500.0
2017-06-22,13.0220856,12.96151776,209445500.0
2017-06-23,12.8201928,12.64858392,209445500.0
2017-06-26,12.55773216,12.67886784,209445500.0
2017-06-27,12.77981424,13.03218024,209445500.0
2017-06-28,12.93123384,12.96151776,209445500.0
2017-06-29,12.88076064,12.81009816,209445500.0
2017-06-30,12.75962496,12.64858392,209445500.0
2017-07-03,12.65867856,12.78990888,209445500.0
2017-07-04,12.72934104,12.99180168,209445500.0
2017-07-05,13.00189632,12.9716124,209445500.0
2017-07-06,12.90094992,12.99180168,209445500.0
2017-07-07,13.0725588,12.9716124,209445500.0
2017-07-10,12.8201928,12.53754288,209445500.0
2017-07-11,12.47697504,12.43659648,209445500.0
2017-07-12,12.4164072,12.20441976,209445500.0
2017-07-13,12.25489296,12.32555544,209445500.0
2017-07-14,12.3154608,12.13375728,209445500.0
2017-07-17,12.09337872,11.63911992,209445500.0
2017-07-18,11.4574164,11.861202,209445500.0
2017-07-19,11.87129664,11.89148592,209445500.0
2017-07-20,11.8107288,11.75016096,209445500.0
2017-07-21,11.71987704,11.4069432,209445500.0
