date,openrecovered,closerecovered,outstandingshares
2023-06-05,33.54,33.13,54309191.0
2023-06-06,31.87,29.09,54309191.0
2023-06-07,28.63,28.85,54309191.0
2023-06-08,29.4,28.06,54309191.0
2023-06-09,27.9,27.14,54309191.0
2023-06-12,27.22,27.3,54309191.0
2023-06-13,27.2,27.51,54309191.0
2023-06-14,27.52,26.82,54309191.0
2023-06-15,26.8,27.27,54309191.0
2023-06-16,27.6,27.86,54309191.0
2023-06-19,27.55,27.7,54309191.0
2023-06-20,27.84,27.83,54309191.0
2023-06-21,27.89,26.73,54309191.0
2023-06-26,26.5,26.2,54309191.0
2023-06-27,26.25,26.32,54309191.0
2023-06-28,26.37,25.68,54309191.0
2023-06-29,25.51,26.5,54309191.0
2023-06-30,26.52,26.64,54309191.0
2023-07-03,26.69,26.58,54309191.0
2023-07-04,26.61,26.62,54309191.0
2023-07-05,26.65,26.17,54309191.0
2023-07-06,26.35,26.18,54309191.0
2023-07-07,26.2,26.14,54309191.0
2023-07-10,26.2,26.18,54309191.0
2023-07-11,26.16,26.56,54309191.0
2023-07-12,26.49,26.29,54309191.0
2023-07-13,26.35,26.9,54309191.0
2023-07-14,26.91,27.58,54309191.0
2023-07-17,27.58,27.32,54309191.0
2023-07-18,27.69,27.61,54309191.0
2023-07-19,27.4,27.48,54309191.0
2023-07-20,27.7,26.88,54309191.0
2023-07-21,26.85,26.37,54309191.0
2023-07-24,26.35,26.38,54309191.0
2023-07-25,26.58,26.77,54309191.0
2023-07-26,26.78,26.35,54309191.0
2023-07-27,26.45,26.2,54309191.0
2023-07-28,26.27,26.5,54309191.0
2023-07-31,26.7,26.43,54309191.0
2023-08-01,26.44,26.23,54309191.0
2023-08-02,26.23,25.94,54309191.0
2023-08-03,25.94,26.0,54309191.0
2023-08-04,26.12,26.39,54309191.0
2023-08-07,26.39,26.31,54309191.0
2023-08-08,26.25,26.18,54309191.0
2023-08-09,26.28,26.62,54309191.0
2023-08-10,26.6,27.39,54309191.0
2023-08-11,27.33,26.8,54309191.0
2023-08-14,26.75,26.94,54309191.0
2023-08-15,26.93,26.77,54309191.0
2023-08-16,26.77,26.24,54309191.0
2023-08-17,26.08,26.58,54309191.0
2023-08-18,26.72,27.7,54309191.0
2023-08-21,27.83,27.73,54309191.0
2023-08-22,27.65,27.48,54309191.0
2023-08-23,27.1,26.1,54309191.0
2023-08-24,26.2,25.92,54309191.0
2023-08-25,25.8,24.42,54309191.0
2023-08-28,25.95,24.73,54309191.0
2023-08-29,24.58,26.1,54309191.0
2023-08-30,26.6,27.42,54309191.0
2023-08-31,27.59,27.76,54309191.0
2023-09-01,27.7,27.9,54309191.0
2023-09-04,27.81,27.64,54309191.0
2023-09-05,27.66,27.19,54309191.0
2023-09-06,26.94,27.12,54309191.0
2023-09-07,27.52,26.51,54309191.0
2023-09-08,26.25,26.52,54309191.0
2023-09-11,26.65,26.64,54309191.0
2023-09-12,26.65,26.11,54309191.0
2023-09-13,26.2,25.44,54309191.0
2023-09-14,25.45,25.09,54309191.0
2023-09-15,25.2,25.31,54309191.0
2023-09-18,25.31,25.48,54309191.0
2023-09-19,25.49,25.17,54309191.0
2023-09-20,25.13,25.04,54309191.0
2023-09-21,25.1,25.09,54309191.0
2023-09-22,24.95,25.55,54309191.0
2023-09-25,25.55,25.79,54309191.0
2023-09-26,25.56,25.89,54309191.0
2023-09-27,25.8,26.29,54309191.0
2023-09-28,26.36,27.14,54309191.0
2023-10-09,27.19,26.72,54309191.0
2023-10-10,26.75,26.88,54309191.0
2023-10-11,26.85,26.96,54309191.0
2023-10-12,26.96,26.96,54309191.0
2023-10-13,26.75,26.93,54309191.0
2023-10-16,27.0,26.9,54309191.0
2023-10-17,26.96,27.52,54309191.0
2023-10-18,27.37,26.98,54309191.0
2023-10-19,26.8,26.95,54309191.0
2023-10-20,26.8,26.67,54309191.0
2023-10-23,26.67,25.49,54309191.0
2023-10-24,25.8,27.08,54309191.0
2023-10-25,27.35,26.84,54309191.0
2023-10-26,26.67,27.52,54309191.0
2023-10-27,27.67,27.99,54309191.0
2023-10-30,28.2,28.13,54309191.0
2023-10-31,28.0,28.58,54309191.0
2023-11-01,28.83,27.76,54309191.0
2023-11-02,27.68,27.39,54309191.0
2023-11-03,27.6,27.7,54309191.0
2023-11-06,27.78,28.19,54309191.0
2023-11-07,28.15,27.86,54309191.0
2023-11-08,27.9,27.8,54309191.0
2023-11-09,27.76,27.59,54309191.0
2023-11-10,27.55,27.69,54309191.0
2023-11-13,27.68,27.79,54309191.0
2023-11-14,27.94,29.4,54309191.0
2023-11-15,29.5,28.66,54309191.0
2023-11-16,28.6,28.37,54309191.0
2023-11-17,28.37,28.58,54309191.0
2023-11-20,28.69,28.77,54309191.0
2023-11-21,28.76,28.41,54309191.0
2023-11-22,28.32,27.78,54309191.0
2023-11-23,27.66,27.86,54309191.0
2023-11-24,27.83,27.03,54309191.0
2023-11-27,27.02,27.63,54309191.0
2023-11-28,27.57,28.28,54309191.0
2023-11-29,28.28,27.59,54309191.0
2023-11-30,28.0,27.87,54309191.0
2023-12-01,27.75,27.63,54309191.0
2023-12-04,27.51,27.25,54309191.0
2023-12-05,27.02,27.03,58400000.0
2023-12-06,27.0,27.02,58400000.0
2023-12-07,26.98,26.77,58400000.0
2023-12-08,26.91,26.88,58400000.0
2023-12-11,26.85,27.18,58400000.0
2023-12-12,27.0,27.01,58400000.0
2023-12-13,27.0,27.0,58400000.0
2023-12-14,27.0,26.32,58400000.0
2023-12-15,26.33,26.15,58400000.0
2023-12-18,26.4,25.92,58400000.0
2023-12-19,25.75,26.23,58400000.0
2023-12-20,26.07,26.1,58400000.0
2023-12-21,25.97,26.25,58400000.0
