,PE_TTM,DIVIDENDYIELD2,CLOSE
2024-09-06,8.963399887084961,4.2366,3514.46
2024-09-09,8.843899726867676,4.3385,3476.4
2024-09-10,8.843799591064453,4.3404,3463.37
2024-09-11,8.79800033569336,4.3628,3447.93
2024-09-12,8.856599807739258,4.3005,3478.24
2024-09-13,8.92770004272461,4.2788,3502.08
2024-09-18,9.065099716186523,4.2019,3558.85
2024-09-19,9.235300064086914,4.0951,3648.77
2024-09-20,9.341300010681152,4.0562,3715.14
2024-09-23,9.34220027923584,4.0606,3704.57
2024-09-24,9.755000114440918,3.9141,3853.96
2024-09-25,9.83839988708496,3.8911,3883.84
2024-09-26,10.337200164794922,3.7109,4095.42
2024-09-27,10.649900436401367,3.5912,4309.8
2024-09-30,10.882800102233888,3.5079,4431.9
2024-10-08,10.7431001663208,3.573,4381.84
2024-10-09,10.585700035095217,3.6189,4307.42
2024-10-10,10.88759994506836,3.5247,4434.57
2024-10-11,10.887499809265137,3.5247,4434.57
2024-10-14,10.854900360107422,3.546,4375.74
2024-10-15,10.463500022888184,3.6794,4205.01
2024-10-16,10.454700469970703,3.6872,4202.59
2024-10-17,10.336899757385254,3.7267,4145.6
2024-10-18,10.714699745178224,3.597,4307.98
2024-10-21,10.39579963684082,3.6484,4243.18
2024-10-22,10.392800331115724,3.6581,4241.89
2024-10-23,10.518600463867188,3.6148,4302.4
2024-10-24,10.382800102233888,3.6669,4238.15
2024-10-25,10.427499771118164,3.6502,4281.54
2024-10-28,10.426799774169922,3.6547,4285.64
2024-10-29,10.447400093078612,3.6368,4299.44
2024-10-30,9.8125,3.6934,4230.9
2024-10-31,9.773900032043455,3.7188,4216.62
2024-11-01,9.87880039215088,3.6797,4251.48
2024-11-04,9.92080020904541,3.6644,4271.7
2024-11-05,10.13479995727539,3.5993,4381.28
2024-11-06,9.91450023651123,3.6758,4291.89
2024-11-07,10.123000144958496,3.6245,4382.06
2024-11-08,10.00450038909912,3.6663,4343.87
2024-11-11,9.857000350952148,3.6833,4275.69
2024-11-12,9.594400405883787,3.7849,4147.8
2024-11-13,9.51159954071045,3.7889,4137.49
2024-11-14,9.34280014038086,3.8535,4051.53
2024-11-15,9.273599624633787,3.8513,4036.04
2024-11-18,9.362500190734863,3.8389,4051.25
2024-11-19,9.383099555969238,3.8235,4066.53
2024-11-20,9.397700309753418,3.8137,4082.55
2024-11-21,9.336299896240234,3.8165,4057.0
2024-11-22,9.158499717712402,3.8867,3969.71
2024-11-25,9.114999771118164,3.8835,3949.51
2024-11-26,9.121100425720217,3.8796,3947.86
2024-11-27,9.315600395202637,3.8026,4046.08
2024-11-28,9.202500343322754,3.8558,3997.5
2024-11-29,9.20300006866455,3.8381,4011.62
2024-12-02,9.287400245666504,3.7963,4046.25
2024-12-03,9.391900062561035,3.7597,4092.01
2024-12-04,9.381099700927734,3.7646,4080.19
2024-12-05,9.315299987792969,3.7894,4043.7
