,PE_TTM,DIVIDENDYIELD2,CLOSE
2014-01-06,21.638900756835938,1.4021,15908.88
2014-01-07,21.51129913330078,1.4105,15814.37
2014-01-08,21.930099487304688,1.3836,16121.45
2014-01-09,21.6023006439209,1.4046,15880.33
2014-01-10,21.646299362182617,1.4018,15912.06
2014-01-14,20.980600357055664,1.4463,15422.4
2014-01-15,21.50629997253418,1.411,15808.73
2014-01-16,21.42350006103516,1.4165,15747.2
2014-01-17,21.404800415039062,1.4177,15734.46
2014-01-20,21.279699325561523,1.4261,15641.68
2014-01-21,21.488300323486328,1.4121,15795.96
2014-01-22,21.523799896240234,1.4099,15820.96
2014-01-23,21.35400009155273,1.4211,15695.89
2014-01-24,20.940200805664062,1.4492,15391.56
2014-01-27,20.415700912475582,1.4868,15005.73
2014-01-28,20.37779998779297,1.4893,14980.16
2014-01-29,20.925800323486328,1.452,15383.91
2014-01-30,20.412900924682617,1.4882,15007.06
2014-02-07,19.64389991760254,1.5445,14462.41
2014-02-10,19.991600036621094,1.5177,14718.34
2014-02-12,20.103099822998047,1.5093,14800.06
2014-02-13,19.744199752807617,1.5376,14534.74
2014-02-14,19.444299697875977,1.5615,14313.03
2014-02-17,19.55220031738281,1.5528,14393.11
2014-02-18,20.16309928894043,1.5052,14843.24
2014-02-19,20.05940055847168,1.513,14766.53
2014-02-20,19.62969970703125,1.5462,14449.18
2014-02-21,20.1963005065918,1.5029,14865.67
2014-02-24,20.15830039978028,1.5057,14837.68
2014-02-25,20.44960021972656,1.4843,15051.6
2014-02-26,20.34029960632324,1.496,14970.97
2014-02-27,20.2775993347168,1.5008,14923.11
2014-02-28,20.18560028076172,1.5091,14841.07
2014-03-03,19.929399490356445,1.5285,14652.23
2014-03-04,20.023399353027344,1.5213,14721.48
2014-03-05,20.26289939880371,1.5034,14897.63
2014-03-06,20.586700439453125,1.4798,15134.75
2014-03-07,20.77639961242676,1.4663,15274.07
2014-03-10,20.56800079345703,1.4812,15120.14
2014-03-11,20.70809936523437,1.4711,15224.11
2014-03-12,20.17280006408692,1.5102,14830.39
2014-03-13,20.154199600219727,1.5116,14815.98
2014-03-14,19.49049949645996,1.5632,14327.66
2014-03-17,19.42280006408692,1.5686,14277.67
2014-03-18,19.60429954528809,1.5544,14411.27
2014-03-19,19.67399978637696,1.5489,14462.52
2014-03-20,19.34040069580078,1.5748,14224.23
2014-03-24,19.684200286865234,1.5475,14475.3
2014-03-25,19.613500595092773,1.5531,14423.19
2014-03-26,19.68939971923828,1.5473,14477.16
2014-03-27,19.88089942932129,1.6314,14622.89
2014-03-28,19.97949981689453,1.6233,14696.03
2014-03-31,19.49040031433105,1.6088,14827.83
2014-04-01,19.443300247192383,1.611,14791.99
2014-04-02,19.65410041809082,1.5944,14946.32
2014-04-03,19.81920051574707,1.5811,15071.88
2014-04-04,19.808500289916992,1.582,15063.77
2014-04-08,19.20770072937012,1.6317,14606.88
2014-04-09,18.803800582885746,1.6668,14299.69
2014-04-10,18.804399490356445,1.6667,14300.12
2014-04-11,18.3572006225586,1.7073,13960.05
2014-04-14,18.29159927368164,1.7135,13910.16
2014-04-15,18.405500411987305,1.7029,13996.81
2014-04-16,18.958999633789062,1.6531,14417.68
2014-04-17,18.958799362182617,1.6532,14417.53
2014-04-18,19.088600158691406,1.6419,14516.27
2014-04-21,19.083499908447266,1.6498,14512.38
2014-04-22,18.92090034484864,1.664,14388.77
2014-04-23,19.12800025939941,1.6459,14546.27
2014-04-24,18.94230079650879,1.6621,14404.99
2014-04-25,18.974199295043945,1.6641,14429.26
2014-04-28,18.78870010375977,1.6776,14288.23
2014-04-30,18.80139923095703,1.6757,14304.11
2014-05-07,18.445600509643555,1.7211,14033.45
2014-05-08,18.617000579833984,1.7048,14163.78
2014-05-09,18.66399955749512,1.704,14199.59
2014-05-12,18.59819984436035,1.7129,14149.52
2014-05-13,18.960899353027344,1.6801,14425.44
2014-05-14,18.934999465942383,1.6824,14405.76
2014-05-15,18.79360008239746,1.6965,14298.21
2014-05-16,18.528600692749023,1.7207,14096.59
2014-05-19,18.41010093688965,1.7318,14006.44
2014-05-20,18.500600814819336,1.7233,14075.25
2014-05-21,18.45709991455078,1.7274,14042.17
2014-05-22,18.84569931030273,1.6918,14337.79
2014-05-23,19.00919914245605,1.6772,14462.17
2014-05-26,19.19359970092773,1.6611,14602.52
2014-05-27,19.238300323486328,1.6572,14681.72
2014-05-28,19.283599853515625,1.6534,14670.95
2014-05-29,19.297700881958008,1.6521,14681.72
2014-05-30,19.23290061950684,1.6577,14632.38
2014-06-03,19.83049964904785,1.6134,15034.25
2014-06-04,19.875,1.6098,15067.96
2014-06-05,19.88999938964844,1.6086,15079.37
2014-06-06,19.88719940185547,1.6088,15077.24
2014-06-09,19.94890022277832,1.6038,15124.0
2014-06-10,19.778499603271484,1.6177,14994.8
2014-06-11,19.87700080871582,1.6096,15069.48
2014-06-12,19.75040054321289,1.6199,14973.53
2014-06-13,19.914400100708008,1.6066,15097.84
2014-06-16,19.69729995727539,1.6243,14933.29
2014-06-17,19.75359916687012,1.6197,14975.97
2014-06-18,19.938100814819336,1.6047,15115.8
2014-06-19,20.261699676513672,1.5791,15361.16
2014-06-20,20.24169921875,1.5803,15349.42
2014-06-23,20.267799377441406,1.5782,15369.28
2014-06-24,20.277000427246094,1.5775,15376.24
2014-06-25,20.13249969482422,1.5889,15266.61
2014-06-26,20.187700271606445,1.5864,15308.49
2014-06-27,19.906099319458008,1.6089,15095.0
2014-06-30,19.81889915466309,1.6017,15162.1
2014-07-01,20.03339958190918,1.5846,15326.2
2014-07-02,20.090700149536133,1.5801,15369.97
2014-07-03,20.062299728393555,1.5823,15348.29
2014-07-04,20.17840003967285,1.5732,15437.13
2014-07-07,20.10300064086914,1.5791,15379.44
2014-07-08,20.01799964904785,1.5858,15314.41
2014-07-09,20.002700805664062,1.587,15302.65
2014-07-10,19.88999938964844,1.596,15216.47
2014-07-11,19.82150077819824,1.6015,15164.04
2014-07-14,19.9950008392334,1.5876,15296.82
2014-07-15,20.12360000610352,1.5775,15395.16
2014-07-16,20.1028995513916,1.5791,15379.3
2014-07-17,20.090999603271484,1.5801,15370.26
2014-07-18,19.888999938964844,1.5961,15215.71
2014-07-22,20.05579948425293,1.5828,15343.28
2014-07-23,20.036500930786133,1.5844,15328.56
2014-07-24,19.97879981994629,1.5889,15284.42
2014-07-25,20.20560073852539,1.5711,15457.87
2014-07-28,20.29910087585449,1.5639,15529.4
2014-07-29,20.415000915527344,1.5562,15618.07
2014-07-30,20.451799392700195,1.5534,15646.23
2014-07-31,20.423599243164062,1.5562,15620.77
2014-08-01,20.29599952697754,1.566,15523.11
2014-08-04,20.23240089416504,1.5714,15474.5
2014-08-05,20.030799865722656,1.5873,15320.31
2014-08-06,19.820899963378903,1.6041,15159.79
2014-08-07,19.91580009460449,1.5964,15232.37
2014-08-08,19.322200775146484,1.6455,14778.37
2014-08-11,19.782699584960938,1.6072,15130.52
2014-08-12,19.822900772094727,1.6039,15161.31
2014-08-13,19.891300201416016,1.5984,15213.63
2014-08-14,20.02330017089844,1.5878,15314.57
2014-08-15,20.028200149536133,1.5875,15318.34
2014-08-18,20.03380012512207,1.587,15322.6
2014-08-19,20.20009994506836,1.574,15449.79
2014-08-20,20.206199645996094,1.5735,15454.45
2014-08-21,20.378400802612305,1.5602,15586.2
2014-08-22,20.316999435424805,1.5649,15539.19
2014-08-25,20.413799285888672,1.5575,15613.25
2014-08-26,20.293500900268555,1.5667,15521.22
2014-08-27,20.31130027770996,1.5667,15534.82
2014-08-28,20.21330070495605,1.5743,15459.86
2014-08-29,20.16710090637207,1.5779,15424.59
2014-09-01,20.39229965209961,1.5726,15476.6
2014-09-02,20.645299911499023,1.5533,15668.6
2014-09-03,20.724000930786133,1.5474,15728.35
2014-09-04,20.65530014038086,1.5526,15676.18
2014-09-05,20.64539909362793,1.5533,15668.68
2014-09-09,20.751399993896484,1.5454,15749.15
2014-09-10,20.803600311279297,1.5415,15788.78
2014-09-11,20.962299346923828,1.5299,15909.2
2014-09-12,21.0137996673584,1.5261,15948.29
2014-09-16,20.96540069580078,1.5296,15911.53
2014-09-17,20.935199737548828,1.5321,15888.67
2014-09-18,21.17099952697754,1.515,16067.57
2014-09-19,21.50510025024414,1.4915,16321.17
2014-09-22,21.338600158691406,1.5021,16205.9
2014-09-24,21.288000106811523,1.5057,16167.45
2014-09-25,21.56010055541992,1.4867,16374.14
2014-09-26,21.369400024414062,1.5691,16229.86
2014-09-29,21.475799560546875,1.5608,16310.64
2014-09-30,19.86289978027344,1.574,16173.52
2014-10-08,19.15369987487793,1.6323,15595.98
2014-10-09,19.01000022888184,1.6447,15478.93
2014-10-10,18.7908992767334,1.6638,15300.55
2014-10-14,18.343799591064453,1.7044,14936.51
2014-10-15,18.51210021972656,1.6889,15073.52
2014-10-16,18.100500106811523,1.7276,14738.38
2014-10-17,17.84760093688965,1.752,14532.51
2014-10-20,18.558399200439453,1.685,15111.23
2014-10-21,18.181400299072266,1.7199,14804.28
2014-10-22,18.66220092773437,1.6756,15195.77
2014-10-23,18.59239959716797,1.6819,15138.96
2014-10-24,18.77989959716797,1.6651,15291.64
2014-10-27,18.899200439453125,1.6623,15388.72
2014-10-28,18.82690048217773,1.6687,15329.91
2014-10-29,19.10199928283692,1.6447,15553.91
2014-10-30,19.230100631713867,1.6336,15658.2
2014-10-31,20.161500930786133,1.5589,16413.76
2014-11-04,20.71260070800781,1.5167,16862.47
2014-11-05,20.80459976196289,1.5116,16937.32
2014-11-06,20.62660026550293,1.5247,16792.48
2014-11-07,20.734600067138672,1.5174,16880.38
2014-11-10,20.61199951171875,1.5267,16780.53
2014-11-11,21.03400039672852,1.4961,17124.11
2014-11-12,21.12360000610352,1.4897,17197.05
2014-11-13,21.36400032043457,1.4729,17392.79
2014-11-14,21.48450088500977,1.465,17490.83
2014-11-17,20.84939956665039,1.5096,16973.8
2014-11-18,21.30419921875,1.4774,17344.06
2014-11-19,21.2362003326416,1.4821,17288.75
2014-11-20,21.251100540161133,1.4811,17300.86
2014-11-21,21.32069969177246,1.4762,17357.51
2014-11-25,21.382200241088867,1.472,17407.62
2014-11-26,21.35269927978516,1.474,17383.58
2014-11-27,21.18680000305176,1.4856,17248.5
2014-11-28,21.446399688720703,1.4676,17459.85
2014-12-01,21.29910087585449,1.4567,17590.1
2014-12-02,21.387699127197266,1.4507,17663.22
2014-12-03,21.456899642944336,1.446,17720.43
2014-12-04,21.658899307250977,1.4325,17887.21
2014-12-05,21.69910049438477,1.4299,17920.45
2014-12-08,21.717500686645508,1.4286,17935.64
2014-12-09,21.569499969482425,1.4384,17813.38
2014-12-10,21.084199905395508,1.4716,17412.58
2014-12-11,20.896299362182617,1.4848,17257.4
2014-12-12,21.034500122070312,1.475,17371.58
2014-12-15,20.70490074157715,1.4985,17099.4
2014-12-16,20.288299560546875,1.5293,16755.32
2014-12-17,20.366300582885746,1.5234,16819.73
2014-12-18,20.83889961242676,1.4889,17210.05
2014-12-19,21.33699989318848,1.4541,17621.4
2014-12-22,21.34469985961914,1.453,17635.14
2014-12-24,21.609899520874023,1.4352,17854.23
2014-12-25,21.55489921569824,1.4388,17808.75
2014-12-26,21.56719970703125,1.4492,17818.96
2014-12-29,21.45940017700196,1.4565,17729.84
2014-12-30,21.12159919738769,1.4798,17450.77
2015-01-05,19.76689910888672,1.4833,17408.71
2015-01-06,19.17020034790039,1.5295,16883.19
2015-01-07,19.172700881958008,1.5293,16885.33
2015-01-08,19.492599487304688,1.5042,17167.1
2015-01-09,19.52739906311035,1.5015,17197.73
2015-01-13,19.40250015258789,1.5112,17087.71
2015-01-14,19.07119941711425,1.5375,16795.96
2015-01-15,19.426300048828125,1.5094,17108.7
2015-01-16,19.14859962463379,1.5312,16864.16
2015-01-19,19.31909942626953,1.5177,17014.29
2015-01-20,19.718799591064453,1.487,17366.3
2015-01-21,19.621299743652344,1.4943,17280.48
2015-01-22,19.67650032043457,1.4902,17329.02
2015-01-23,19.883899688720703,1.4746,17511.75
2015-01-26,19.83489990234375,1.4789,17468.52
2015-01-27,20.175199508666992,1.454,17768.3
2015-01-28,20.20639991760254,1.4524,17795.73
2015-01-29,19.991199493408203,1.468,17606.22
2015-01-30,20.06859970092773,1.4628,17674.39
2015-02-02,19.928600311279297,1.4725,17558.04
2015-02-03,19.67639923095703,1.4914,17335.85
2015-02-04,20.06559944152832,1.4625,17678.74
2015-02-05,19.86800003051757,1.477,17504.62
2015-02-06,20.031299591064453,1.465,17648.5
2015-02-09,20.10330009460449,1.4599,17711.93
2015-02-10,20.035999298095703,1.4648,17652.68
2015-02-12,20.40719985961914,1.4426,17979.72
2015-02-13,20.331899642944336,1.4479,17913.36
2015-02-16,20.43560028076172,1.4406,18004.77
2015-02-17,20.415599822998047,1.442,17987.09
2015-02-25,21.09440040588379,1.3981,18585.2
2015-02-26,21.322099685668945,1.383,18785.79
2015-02-27,21.335899353027344,1.3821,18797.94
2015-03-02,21.316200256347656,1.3799,18826.88
2015-03-03,21.30290031433105,1.3808,18815.16
2015-03-04,21.17659950256348,1.389,18703.6
2015-03-05,21.231199264526367,1.3855,18751.84
2015-03-06,21.479400634765625,1.3695,18971.0
2015-03-09,21.27499961853028,1.3826,18790.55
2015-03-10,21.132999420166016,1.3919,18665.11
2015-03-11,21.199199676513672,1.3876,18723.52
2015-03-12,21.502099990844727,1.368,18991.11
2015-03-13,21.80010032653809,1.3493,19254.25
2015-03-16,21.79080009460449,1.3499,19246.06
2015-03-17,22.006999969482425,1.3366,19437.0
2015-03-18,22.128700256347656,1.3305,19544.48
2015-03-19,22.05179977416992,1.3351,19476.56
2015-03-20,22.14200019836425,1.3294,19560.22
2015-03-23,22.3617000579834,1.3163,19754.36
2015-03-24,22.315399169921875,1.3191,19713.45
2015-03-25,22.352500915527344,1.3169,19746.2
2015-03-26,22.041099548339844,1.3355,19471.12
2015-03-27,21.831100463867188,1.4886,19285.63
2015-03-30,21.973499298095703,1.479,19411.4
2015-03-31,21.93409919738769,1.4947,19206.99
2015-04-01,21.737499237060547,1.5056,19034.84
2015-04-02,22.05489921569824,1.484,19312.79
2015-04-03,22.194499969482425,1.4746,19435.08
2015-04-07,22.42919921875,1.4637,19640.54
2015-04-08,22.59959983825684,1.4527,19789.81
2015-04-09,22.76849937438965,1.4423,19937.72
2015-04-10,22.73419952392578,1.4404,19907.63
2015-04-13,22.7317008972168,1.4406,19905.46
2015-04-14,22.73539924621582,1.4403,19908.68
2015-04-15,22.690900802612305,1.4432,19869.76
2015-04-16,22.709199905395508,1.442,19885.77
2015-04-17,22.443300247192383,1.4599,19652.88
2015-04-20,22.42230033874512,1.4613,19634.49
2015-04-21,22.73579978942871,1.4411,19909.09
2015-04-22,22.992599487304688,1.4258,20133.9
2015-04-23,23.054000854492188,1.4256,20187.65
2015-04-24,22.86260032653809,1.4379,20020.04
2015-04-27,22.820600509643555,1.4433,19983.32
2015-04-28,22.90699958801269,1.4378,20058.95
2015-04-30,22.30990028381348,1.4775,19520.01
2015-05-07,22.049299240112305,1.5134,19291.99
2015-05-08,22.14900016784668,1.5073,19379.19
2015-05-11,22.42530059814453,1.493,19620.91
2015-05-12,22.429800033569336,1.4927,19624.84
2015-05-13,22.589599609375,1.4821,19764.72
