,OPEN,HIGH,LOW,CLOSE,VWAP,VOLUME,AMT,TURN,TOTAL_SHARES,FREE_FLOAT_SHARES,MKT_CAP_ARD,MKT_FREESHARES,PE_TTM,VAL_PB_WGT,DIVIDENDYIELD2
2012-08-14,2352.659,2357.847,2324.906,2357.016,10.641058293604834,3985006600.0,42404687531.0,0.2441,2758110199393.0,536870039249.0,17208669139361.0,4352468835771.6494,10.294400215148926,1.6193,2.7768
2012-08-15,2350.022,2350.022,2330.15,2331.615,9.919025593574084,3058017600.0,30332554840.0,0.1873,2760075799393.0,537109307012.0,17047419453882.0,4306650835730.221,10.196100234985352,1.6006,2.8031
2012-08-16,2327.91,2335.397,2317.061,2319.67,10.452883003663104,2590290500.0,27076003542.0,0.1587,2760075799393.0,538421906885.0,16992125764496.0,4285002618372.68,10.156299591064451,1.5952,2.8182
2012-08-17,2318.432,2322.885,2295.158,2313.476,10.983763384295164,2606571700.0,28629966797.0,0.1597,2760409017666.0,537788800913.00006,16984159707448.0,4274951265600.572,10.16409969329834,1.5947,2.8308
2012-08-20,2294.901,2307.406,2279.946,2301.788,9.917080550921169,2740203300.0,27174816852.0,0.1675,2760409017666.0,537822726575.0,16910855869152.0,4253253872556.982,10.119600296020508,1.5842,2.8447
2012-08-21,2301.932,2327.375,2296.551,2313.703,9.960673371906084,3489510000.0,34757869338.0,0.2133,2761390093932.0,537933679126.00006,16965502752835.0,4274676022167.0806,10.156900405883787,1.589,2.8351
2012-08-22,2315.14,2317.373,2285.755,2295.586,9.94925863174731,3170841200.0,31547519179.0,0.1937,2761390093932.0,538411492781.0,16875859909487.0,4241976338265.7095,10.110099792480469,1.5793,2.8536
2012-08-23,2298.18,2311.653,2285.367,2302.199,10.783224880073114,3133534200.0,33789603948.0,0.1915,2761390093932.0,538418228825.0,16887741959400.0,4263069377936.971,10.12090015411377,1.5799,2.8481
2012-08-24,2295.684,2299.298,2274.566,2275.677,10.350411005902147,3186959100.0,32986336544.0,0.1947,2761390093932.0,539095656542.0,16739322212686.0,4215420888979.352,10.03950023651123,1.5534,2.8692
2012-08-27,2268.485,2268.485,2228.151,2228.204,9.46449883380738,3738619100.0,35384156112.0,0.2283,2773767215039.0,541826756660.0,16527803148572.0,4136392426659.461,9.899700164794922,1.5097,2.9108
2012-08-28,2226.898,2250.6,2222.001,2238.411,8.980701749575815,3377361500.0,30331076332.0,0.2063,2773837215039.0,541811987423.0,16653696085168.0,4155606238052.259,9.951199531555176,1.5193,2.8906
2012-08-29,2230.199,2240.112,2214.429,2214.814,9.443493522792044,2901064800.0,27396186648.0,0.1772,2773837215039.0,541249777131.0,16492112355012.0,4112306979486.731,9.89009952545166,1.5008,2.9209
2012-08-30,2204.515,2223.195,2188.724,2211.37,9.54239392656963,3549131000.0,33867206099.0,0.2167,2773837215039.0,541237819979.0,16526621303822.0,4108165664794.5273,9.864500045776367,1.4967,2.9188
2012-08-31,2205.573,2218.866,2203.123,2204.868,8.98937169001362,2596498600.0,23340891008.0,0.1586,2773837215039.0,539892690717.0,16462494692999.0,4095513036873.279,9.805500030517578,1.4802,2.9291
2012-09-03,2201.123,2236.563,2197.708,2228.369,9.157059933083938,3854859200.0,35299176728.0,0.2354,2774176485607.0,539892691186.00006,16539124389130.002,4139432912579.039,9.851099967956545,1.4872,2.9305
2012-09-04,2231.716,2234.875,2199.509,2204.407,9.531604541377124,3485268800.0,33220203922.0,0.2129,2774176485607.0,539892691186.00006,16391878902132.0,4095084912877.64,9.763400077819824,1.4739,2.9547
2012-09-05,2199.743,2209.536,2186.962,2199.875,8.760739631680915,3475182400.0,30445168179.0,0.2122,2774176485607.0,539704957998.0,16317998978019.0,4087656190781.519,9.719400405883787,1.4673,2.9666
2012-09-06,2204.436,2218.68,2199.857,2217.823,8.478487575232165,3169588400.0,26873315868.0,0.1936,2774176485607.0,539704957998.0,16416747283956.0,4120908050689.731,9.778200149536133,1.4762,2.9483
2012-09-07,2233.912,2341.522,2233.912,2317.179,8.918064068265315,9452976400.0,84302249171.0,0.5773,2774176485607.0,539888957998.0,17050033042435.998,4306366095852.669,10.155400276184082,1.5331,2.8337
2012-09-10,2320.557,2334.496,2313.572,2326.666,9.681846343749053,6533055400.0,63252038538.0,0.3989,2774176485607.0,539888957998.0,17083650603235.0,4323856943487.47,10.17549991607666,1.5362,2.8274
2012-09-11,2316.532,2316.532,2294.82,2311.89,9.379397246938597,4626071900.0,43389766043.0,0.2825,2774176485607.0,539888957998.0,16960565926366.0,4296587622403.49,10.102100372314451,1.5251,2.8466
2012-09-12,2325.925,2337.196,2298.297,2320.071,9.367758096233649,4962251800.0,46485174475.0,0.303,2774176485607.0,539888959698.0,16984568370186.998,4311341739699.462,10.116399765014648,1.5273,2.8411
2012-09-13,2316.679,2325.534,2298.367,2298.461,9.042600439540225,4204984900.0,38023998305.0,0.2568,2774185097218.0005,539920939698.0,16876137381206.998,4271392263475.021,10.051899909973145,1.5175,2.8612
2012-09-14,2324.012,2332.417,2298.83,2315.542,9.003894684018892,6157181400.0,55438612876.0,0.376,2774185105689.0,539934756857.0,17006963670866.0,4302728615393.239,10.129799842834473,1.5293,2.8405
2012-09-17,2312.055,2314.989,2258.182,2258.705,8.932001073232327,4898473400.0,43753169666.0,0.2991,2774185105689.0,539934756857.0,16670252319670.0,4197058529102.491,9.929200172424316,1.5002,2.7584
2012-09-18,2249.425,2253.144,2228.042,2235.239,9.079952216301235,3322869600.0,30171497189.0,0.2029,2774185105689.0,540606157850.0,16494222276248.0,4158223643683.24,9.824399948120115,1.4881,2.9712
2012-09-19,2237.218,2249.243,2229.489,2246.236,9.492660849848322,3434970600.0,32607010935.0,0.2097,2774185105689.0,540606157850.0,16540801357294.0,4180525219948.501,9.852100372314451,1.4923,2.9619
2012-09-20,2236.191,2236.191,2194.221,2195.951,9.022247885977126,4254577900.0,38385856464.0,0.2598,2774185105689.0,540862299605.0,16237392447776.0,4088203725165.538,9.67140007019043,1.4649,2.968
2012-09-21,2190.327,2217.473,2186.53,2199.063,8.93044032342309,3812059300.0,34043368088.0,0.231,2774185105689.0,540862299605.0,16264122890098.0,4092887219044.3394,9.687299728393556,1.4673,2.9598
2012-09-24,2183.969,2225.805,2172.879,2215.516,8.961933403740835,3750168600.0,33608761246.0,0.2272,2774185095159.0,540989002940.0,16317374679208.0,4125158123151.427,9.718999862670898,1.4721,2.948
2012-09-25,2209.975,2225.334,2202.376,2210.154,9.56955421058471,2787701900.0,26677064455.0,0.1689,2774185095159.0,540989002940.0,16302235144412.0,4115532128594.05,9.710000038146973,1.4707,2.9499
2012-09-26,2208.906,2216.824,2181.083,2184.891,9.076399894502297,2745462600.0,24918916453.0,0.1663,2774185095159.0,540989002940.0,16141984592719.0,4069024249581.038,9.61460018157959,1.4564,2.9876
2012-09-27,2186.004,2266.297,2185.766,2251.717,9.093435822539606,5301690000.0,48210577766.0,0.3212,2774185095159.0,540989002940.0,16591822032056.0,4193682380822.629,9.88249969482422,1.497,2.9057
2012-09-28,2235.057,2297.033,2234.323,2293.106,9.404870834065864,5787582500.0,54431465854.0,0.3507,2774185095159.0,540989031340.00006,16836990916956.0,4269828711982.079,10.028499603271484,1.5192,2.8637
2012-10-08,2291.961,2305.18,2258.11,2270.054,9.5445026068243,3553442400.0,33915840250.0,0.2153,2774185095159.0,540986031340.00006,16722281075917.0,4228090372114.1016,9.960200309753418,1.5088,2.8855
2012-10-09,2281.753,2327.727,2281.753,2320.157,9.197187442428609,5254888700.0,48330196363.0,0.3184,2774185106983.0,788062794273.0001,17041671685846.0,4321418642781.594,10.150500297546388,1.5376,2.8309
2012-10-10,2314.593,2325.749,2304.608,2324.117,8.87264795295383,4268623800.0,37873996221.0,0.2586,2774185106983.0,788062794273.0001,17056723615474.0,4327816187707.6016,10.15939998626709,1.539,2.8273
2012-10-11,2315.897,2321.352,2300.934,2302.533,8.758447888780456,4130065500.0,36172963459.0,0.2502,2774185106983.0,788060274273.0001,16945570627627.0,4287290965020.8296,10.092499732971191,1.5289,2.8483
2012-10-12,2311.284,2332.149,2287.009,2304.531,9.005199652222444,3687414500.0,33205903773.0,0.2234,2774185116319.0,788057153821.0,16983376119190.0,4289907064782.36,10.114999771118164,1.5323,2.8448
2012-10-15,2306.006,2307.882,2278.457,2294.857,9.971127628661792,2865174600.0,28569021615.0,0.1735,2774185116319.0,540846593909.0,16946255432010.0,4272375156205.128,10.090700149536133,1.529,2.8527
2012-10-16,2293.244,2315.453,2287.59,2298.162,10.201331243522432,3205967900.0,32705140504.0,0.1942,2774185116319.0,540846593909.0,16944358739238.0,4277916700513.441,10.088500022888184,1.5288,2.8533
2012-10-17,2307.358,2312.173,2280.818,2300.803,9.37674758554192,3334940900.0,31270899032.0,0.202,2774185116319.0,540849619331.0,16985242919817.0,4282967161759.898,10.110899925231934,1.5322,2.8456
2012-10-18,2307.487,2341.12,2305.883,2336.077,8.900563770495365,5061510000.0,45050292530.0,0.3065,2774185116319.0,540869913657.0,17182652642741.0,4348043143420.1294,10.229999542236328,1.5499,2.8116
2012-10-19,2335.105,2342.527,2328.733,2332.47,9.23326626295253,3592773200.0,33173031578.0,0.2176,2774535116319.0,540869913657.0,17160969100409.0,4341563859274.609,10.215800285339355,1.5474,2.8184
2012-10-22,2320.468,2347.895,2315.895,2341.592,9.548126222238723,3436828600.0,32815273277.0,0.208,2774535116319.0,540900178392.0,17197470431769.0,4359339947034.7217,10.235199928283691,1.553,2.8057
2012-10-23,2340.89,2344.044,2309.252,2312.077,9.058496597053429,3722127200.0,33716876575.000004,0.2251,2774535116319.0,540900178392.0,17035368267701.002,4305054965561.459,10.144200325012209,1.5382,2.8357
2012-10-24,2303.401,2321.43,2302.169,2307.779,8.09547113247419,3754244500.0,30392377974.0,0.2262,2774573600219.0,540900120522.0,17028010953323.0,4296908575118.6406,10.13230037689209,1.5365,2.8375
2012-10-25,2306.733,2322.917,2288.601,2291.239,7.481935339278367,4435153100.0,33183528714.0,0.2672,2774573600219.0,540900120596.00006,16926148175953.0,4265177602452.5625,10.095399856567385,1.5271,2.8558
2012-10-26,2291.31,2293.176,2237.059,2247.907,8.442452050791825,4090051900.0,34530067051.0,0.2464,2774573600219.0,540873779714.0,16659906774849.998,4184513108019.459,9.903599739074709,1.4961,2.9035
2012-10-29,2241.802,2248.139,2227.646,2235.854,9.183261027887529,2758132500.0,25328650697.0,0.1662,2774573600219.0,540877352221.0,16595321750294.002,4159867884512.4194,9.8641996383667,1.4726,2.9137
2012-10-30,2236.316,2257.951,2231.776,2239.882,8.660188443107844,3408312500.0,29516628523.0,0.2051,2774909670219.0,540868803306.0,16631606955321.0,4167162786932.32,9.92039966583252,1.4708,2.9076
2012-10-31,2241.432,2256.095,2233.684,2254.82,8.241735056112093,3716979500.0,30634360248.0,0.2236,2774909670219.0,540878276710.0,16690303158034.0,4194909205180.253,9.938899993896484,1.4558,2.896
2012-11-01,2256.609,2305.629,2256.412,2297.884,8.983566782959658,5076172900.0,45602138249.0,0.3054,2774909670219.0,540877366510.0,16982850926231.0,4275818878730.44,10.113100051879885,1.4813,2.8458
2012-11-02,2297.898,2309.666,2284.719,2306.774,8.759978778051162,3983328800.0,34893875754.0,0.2396,2774909670219.0,540877366510.0,17075131213486.0,4291832030122.032,10.16800022125244,1.4894,2.8348
2012-11-05,2302.742,2318.231,2290.135,2301.88,8.520079941034217,3951037200.0,33663152794.0,0.2372,2774909670219.0,544612266604.00006,17042001951939.002,4291890519754.4272,10.148300170898438,1.4865,2.8402
2012-11-06,2301.98,2304.048,2260.507,2292.206,8.776179156457966,3928062700.0,34473381993.0,0.2355,2774909670219.0,544608239704.0,16993946088945.0,4275179645134.241,10.11970043182373,1.4823,2.8502
2012-11-07,2288.763,2300.893,2277.02,2287.505,9.15658524347981,3306740300.0,30278449435.0,0.1982,2774909670219.0,544594796665.0,16989622434800.0,4267405117584.1294,10.11709976196289,1.4819,2.8514
2012-11-08,2269.582,2275.401,2245.4,2245.405,8.58450208354063,3542647500.0,30411864845.0,0.2123,2774909670219.0,544594796665.0,16757284597589.0,4188927359455.64,9.978799819946287,1.4617,2.8957
2012-11-09,2241.756,2252.196,2235.231,2240.924,7.989741161101294,3050696800.0,24374277793.0,0.1828,2774909670219.0,544594796665.0,16738656210725.0,4180455302594.359,9.96660041809082,1.46,2.9023
2012-11-12,2242.96,2254.703,2232.742,2251.848,8.363885962907618,3472168500.0,29040821378.0,0.2081,2774909670219.0,544701423363.0,16803019369916.0,4201278601205.612,10.004899978637695,1.4656,2.8779
2012-11-13,2250.842,2250.842,2208.723,2212.44,8.455199463356447,3408370400.0,28818451577.0,0.2043,2774909670219.0,544701423363.0,16579836817323.0,4127516118759.869,9.871999740600586,1.4462,2.9209
2012-11-14,2213.086,2225.124,2205.996,2223.11,8.8166630359594,2675879000.0,23592323468.0,0.1604,2774909670219.0,544713336540.0,16638869609031.0,4147019119998.251,9.90820026397705,1.4513,2.9092
2012-11-15,2210.751,2220.987,2193.516,2193.623,8.3966835446444,2831915100.0,23778694920.0,0.1697,2775547886287.9995,545531296327.00006,16455847731168.0,4083697145005.391,9.79930019378662,1.434,2.9403
2012-11-16,2189.511,2191.611,2162.976,2177.24,8.634763352597112,3024778600.0,26118247405.0,0.1813,2775547886287.9995,545531311403.0,16327437641935.0,4053216375251.205,9.722800254821776,1.4229,2.9647
2012-11-19,2175.184,2176.492,2149.538,2174.985,9.910505476438308,2697866600.0,26737221714.0,0.1615,2775547886287.9995,545661361692.00006,16318816874742.0,4051106552719.34,9.717700004577637,1.4221,2.9675
2012-11-20,2180.205,2184.334,2163.527,2164.881,9.603439320593884,2394891600.0,22999196160.0,0.1433,2775547886287.9995,545658642739.0,16247182942177.998,4031143819850.7407,9.675000190734863,1.4159,2.9787
2012-11-21,2165.408,2195.461,2151.38,2194.896,8.889970314157223,3050848200.0,27121949931.0,0.1826,2775547886287.9995,545656787639.0,16413161705104.0,4088873079328.882,9.773799896240234,1.4303,2.9468
2012-11-22,2181.179,2185.577,2169.657,2177.546,9.39936414076408,2291235100.0,21536153037.0,0.1371,2775547886287.9995,545689456469.0,16306498272184.0,4057130903991.7393,9.71030044555664,1.421,2.9676
2012-11-23,2184.409,2202.47,2179.727,2192.676,9.176815722951428,2866749300.0,26307630050.0,0.1716,2775547886287.9995,545689456469.0,16400027709993.998,4087094710515.7583,9.765999794006348,1.4292,2.9499
2012-11-26,2187.24,2191.359,2172.1,2175.599,8.985075196332687,2474269600.0,22231498412.0,0.1481,2775547886287.9995,545966968354.0,16317182454969.0,4058682196961.8926,9.716699600219728,1.422,2.967
2012-11-27,2168.589,2173.464,2150.222,2150.638,8.18541431919232,3194674600.0,26149735216.0,0.1912,2775547886287.9995,545966968354.0,16203366118469.0,4010919488181.9214,9.648900032043455,1.412,2.9909
2012-11-28,2142.5,2144.802,2126.03,2129.161,8.138573700007187,3000933900.0,24423321714.0,0.1796,2775547886287.9995,546037862160.0,16114225091410.0,3970369727250.4014,9.595800399780272,1.4043,3.0108
2012-11-29,2128.803,2140.877,2114.477,2115.676,8.09428720190424,2967062500.0,24016256021.0,0.1776,2775547886287.9995,546031062660.0,16042704321580.0,3943673947926.218,9.553199768066406,1.398,3.0151
2012-11-30,2114.244,2142.856,2109.963,2139.661,7.842485225401298,3640691100.0,28552066162.0,0.2179,2775547886287.9995,546022094553.00006,16155212905158.0,3990480706423.482,9.620200157165527,1.4078,2.9931
2012-12-03,2136.696,2152.608,2108.149,2108.85,8.503709160743032,4018676200.0,34173653616.0,0.2405,2775547886287.9995,546020838441.0,16017462371930.0,3939235141158.1816,9.538200378417969,1.3958,3.0239
2012-12-04,2104.928,2135.662,2102.135,2131.473,8.759568089032395,3622591500.0,31732336903.0,0.2168,2775547886287.9995,546020834316.0,16129170192219.998,3981410592374.673,9.604700088500977,1.4056,3.0009
2012-12-05,2128.387,2219.094,2126.793,2207.878,8.378164339217975,8248710300.0,69109050480.0,0.4936,2775769008288.0,545964006858.0,16581800560138.0,4125875000551.708,9.874300003051758,1.4448,2.9168
2012-12-06,2205.605,2216.976,2191.227,2203.602,8.802644141066965,4857468900.0,42758570153.0,0.2907,2775769008288.0,545964006858.0,16562935573092.0,4118029898420.069,9.86299991607666,1.4431,2.9232
2012-12-07,2203.887,2250.529,2198.107,2246.757,8.533112028019312,7616974800.0,64996499283.0,0.4558,2775769008288.0,545991676858.0,16797550173262.0,4198085449640.891,10.002699851989746,1.4636,2.879
2012-12-10,2254.915,2276.28,2250.437,2271.046,8.367887503011053,7337547500.0,61399772028.0,0.4391,2775769008288.0,545898765812.00006,16955065227551.0,4244383726758.791,10.096500396728516,1.4773,2.852
2012-12-11,2263.209,2274.994,2254.299,2258.5,8.760271630314834,5146870300.0,45087981874.0,0.3079,2775769008288.0,545898765812.00006,16894563596367.0,4221175807845.769,10.060500144958496,1.472,2.8631
2012-12-12,2257.73,2273.211,2247.953,2267.767,8.705982089146593,4500645400.0,39182538242.0,0.2692,2775769013751.9995,546438276084.0,16963990840112.0,4240884046363.599,10.101799964904783,1.4781,2.852
2012-12-13,2260.601,2266.721,2242.557,2242.635,8.741976404614933,4194210000.0,36665684856.0,0.2508,2775769013751.9995,546435263085.0,16801130152170.0,4193089335288.231,10.004899978637695,1.4639,2.8796
2012-12-14,2245.636,2357.106,2245.636,2355.865,8.470788252056076,11089256200.0,93934741143.0,0.6632,2775769013751.9995,546216516108.0,17542060344086.0,4408872031026.168,10.446100234985352,1.5285,2.7575
2012-12-17,2359.201,2380.001,2358.664,2366.7,9.034164204340406,9408819500.0,85000820332.0,0.5597,2776372463276.0,546996659923.0,17598919187948.0,4443097729925.21,10.479900360107422,1.5331,2.748
2012-12-18,2361.095,2398.63,2347.077,2368.12,9.186102000599195,8578484900.0,78802837302.0,0.5103,2776372463276.0,544607436693.0,17630361941847.0,4446000605776.382,10.498700141906738,1.5358,2.7435
2012-12-19,2362.802,2387.142,2358.033,2371.109,9.66002595061376,6329253000.0,61140748228.0,0.3765,2776372463276.0,544644590203.0,17634855413968.0,4450201453152.25,10.501299858093262,1.5362,2.742
2012-12-20,2361.322,2391.924,2346.55,2384.816,9.599916000134154,6565546200.0,63028692015.0,0.3907,2775982463276.0,544355145776.0,17681425717544.0,4475611227675.639,10.52910041809082,1.5405,2.7333
2012-12-21,2386.376,2414.223,2365.032,2372.002,9.734195990439115,6871415800.0,66887708129.0,0.4089,2775982463276.0,544354068245.0,17536842547679.0,4451550941294.383,10.442999839782717,1.5279,2.7494
2012-12-24,2368.007,2396.725,2367.038,2381.217,10.194875812166758,5308700400.0,54121541302.0,0.3155,2776276292853.9995,544610029944.0,17577973677690.0,4464856955036.379,10.467499732971191,1.5311,2.7428
2012-12-25,2373.88,2459.302,2365.41,2448.395,9.411053272511095,9550235000.0,89877770350.0,0.5676,2776276292853.9995,544610029944.0,18041299513929.0,4591561664141.749,10.743399620056152,1.5715,2.6739
2012-12-26,2445.987,2458.007,2441.642,2457.619,9.555034977735168,7159182800.0,68406242066.0,0.4255,2776276292853.9995,544607890044.0,18057759770874.0,4608373741789.728,10.753199577331545,1.5729,2.6705
2012-12-27,2464.779,2479.792,2443.681,2444.594,9.463864640653458,7325506700.0,69327603833.0,0.4354,2776276292853.9995,544669140954.0,17959075604435.0,4581689509901.101,10.6943998336792,1.5643,2.6832
2012-12-28,2448.076,2481.592,2444.381,2480.049,9.834287064643604,6716632100.0,66053288179.0,0.3992,2776276292853.9995,544713635905.0,18172608972354.0,4651180079452.998,10.821599960327148,1.5829,2.6499
2012-12-31,2485.559,2522.952,2485.559,2522.952,9.895952490011467,8200229300.0,81149079560.0,0.4852,2776276292853.9995,545192572755.0,18480261139863.0,4767123225138.189,11.004799842834473,1.6097,2.6073
2013-01-04,2551.814,2558.529,2498.892,2524.409,9.754160456513011,9798818200.0,95579245007.0,0.5862,2773298163115.0,540661823276.0,18742954085878.0,4806994621414.98,10.960800170898438,1.6272,2.5809
2013-01-07,2518.047,2545.969,2511.603,2535.985,9.733865384566007,7516799300.0,73167512509.0,0.4487,2773300798203.0,540775260904.0,18778989074559.0,4831423057810.262,10.97760009765625,1.6292,2.5766
2013-01-08,2534.647,2540.513,2502.49,2525.33,10.648823765435964,7183710000.0,76498061772.0,0.4288,2773598315179.0,540880988427.0,18647536957378.0,4807717897695.231,10.900799751281738,1.6178,2.5905
2013-01-09,2518.104,2534.239,2504.299,2526.126,10.569893247542366,7023117000.0,74233596955.0,0.4192,2775513461879.0,540880988427.0,18669223066225.0,4808257428093.991,10.909299850463867,1.6158,2.5837
2013-01-10,2525.59,2553.352,2513.729,2530.569,10.010295084977656,7108586200.0,71159045499.0,0.4243,2777348337881.0,540831147886.0,18732017943269.0,4817277361886.569,10.94540023803711,1.6201,2.5756
2013-01-11,2533.495,2539.794,2473.696,2483.23,9.80290001966078,7423917600.0,72775921987.0,0.4431,2777328500079.0,540834743834.0,18455773565287.0,4726544463359.688,10.784199714660645,1.5962,2.6179
2013-01-14,2474.176,2583.625,2473.998,2577.725,10.352670881383476,9355409100.0,96853471373.0,0.5583,2777600712579.0,540834743834.0,19040019113975.0,4909115501523.908,11.115400314331056,1.6454,2.5361
2013-01-15,2579.132,2605.41,2576.919,2595.856,10.27744210341824,9862080500.0,101356961358.0,0.5885,2777611494579.0,540834745358.0,19105095001520.0,4945220851810.851,11.151399612426758,1.651,2.5251
2013-01-16,2591.365,2600.093,2540.521,2577.092,10.216912117787611,9353608400.0,95564995007.0,0.5582,2777611494579.0,540732369935.0,18936472012400.0,4909628076788.06,11.054100036621094,1.6363,2.5459
2013-01-17,2570.711,2575.058,2539.674,2552.758,10.257580401462976,6991523900.0,71716118533.0,0.4172,2777611494579.0,540732369935.0,18733012580285.0,4861318711079.366,10.935500144958496,1.6182,2.5719
2013-01-18,2568.692,2607.446,2553.451,2595.439,9.935188918883211,7794030300.0,77435163470.0,0.4651,2777611494579.0,540743151935.0,18990393040462.0,4943071024062.849,11.080400466918944,1.64,2.5363
2013-01-21,2605.649,2611.201,2582.652,2610.898,10.145447002464245,8413374200.0,85357442058.0,0.5021,2777615594957.0,540747821404.0,19043020434957.0,4970955523760.19,11.09749984741211,1.6432,2.5277
2013-01-22,2610.392,2620.025,2578.181,2596.898,9.668598085637411,10576627500.0,102261160399.0,0.6311,2777615594957.0,540748108694.0,18984821350869.0,4946260802135.389,11.052499771118164,1.6379,2.539
2013-01-23,2588.198,2611.409,2576.362,2607.456,9.606477492889969,7573944400.0,72758926411.0,0.452,2777615594957.0,540756996074.0,19034842214941.0,4967457637779.471,11.081600189208984,1.6422,2.5332
2013-01-24,2606.427,2663.404,2564.206,2582.755,9.843679375406843,11127717200.0,109537680297.0,0.664,2777929244957.0,540854063212.0,18953628747913.0,4923996640562.532,11.08590030670166,1.6347,2.5485
2013-01-25,2580.881,2591.513,2567.107,2571.674,10.37649417440784,5848735900.0,60689373994.0,0.349,2777929244957.0,540866479257.0,18836148908723.0,4900497646670.72,11.01710033416748,1.6246,2.5627
2013-01-28,2577.267,2651.967,2577.267,2651.863,10.755793106070143,9127479000.0,98173275704.0,0.5443,2777929244957.0,540986384635.0,19293769755106.0,5056316830355.472,11.284799575805664,1.6641,2.501
2013-01-29,2655.377,2685.531,2646.154,2675.866,10.770661445452584,10104022900.0,108827009893.0,0.6026,2777929244957.0,540986384635.0,19375423362022.0,5104841335042.391,11.333000183105469,1.6711,2.4883
2013-01-30,2678.433,2689.683,2662.062,2688.711,10.098289126537084,9987499000.0,100856652553.0,0.5956,2777929244957.0,540985694416.0,19608140058427.0,5131434477310.852,11.469200134277344,1.6911,2.4624
2013-01-31,2690.951,2696.881,2671.33,2686.882,9.766045267205168,9674010100.0,94476820552.0,0.5759,2777929244957.0,541109534416.0,19650558608261.0,5130246410137.631,11.491100311279297,1.6945,2.4603
2013-02-01,2677.187,2744.322,2671.274,2743.324,10.64318926604538,10387951500.0,110560933901.0,0.6184,2779700988656.0,541109534416.0,19989204541569.0,5248203743519.169,11.68910026550293,1.7224,2.4198
2013-02-04,2753.688,2768.504,2731.08,2748.028,10.639398415007806,12793917900.0,136119589826.99998,0.7617,2779723786556.0,541117074100.0,20069188144351.0,5259638641280.58,11.73550033569336,1.7293,2.4108
2013-02-05,2727.93,2779.953,2725.362,2771.675,9.704673796367526,11613081900.0,112701171610.0,0.6913,2779723786556.0,541256275004.0,20077978944529.0,5299578304479.14,11.73960018157959,1.73,2.4035
2013-02-06,2771.908,2787.456,2765.743,2775.844,10.750224909929443,8277927100.0,88989578113.0,0.4927,2779723786556.0,541256275004.0,20081681886340.0,5311718039325.999,11.743300437927246,1.7303,2.4039
2013-02-07,2771.53,2775.974,2722.874,2759.87,10.666879027575384,8997814200.0,95978595584.0,0.5356,2779723786556.0,541189800668.0,19913550352588.0,5280256449941.168,11.645000457763672,1.7158,2.4196
2013-02-08,2755.649,2791.303,2747.946,2771.725,10.706962798769938,7742964400.0,82903631783.0,0.4609,2779723786556.0,541175114745.0,20008601068742.0,5299520792085.735,11.699000358581545,1.724,2.4071
2013-02-18,2784.065,2787.74,2731.506,2737.471,10.596970913781137,7643822700.0,81001366822.0,0.4536,2782569022845.0,541362337075.00006,19869946086786.0,5232818871233.897,11.617899894714355,1.7061,2.4267
2013-02-19,2735.045,2740.739,2674.339,2685.606,10.227515618296437,8062643100.0,82460808230.0,0.4785,2782569022845.0,541557102075.00006,19552703224676.0,5134840325875.748,11.429400444030762,1.6786,2.4683
2013-02-20,2686.093,2703.098,2665.231,2702.635,10.516568957190236,7001937700.0,73636360656.0,0.4155,2782569022845.0,541557102075.00006,19627709806736.0,5165644189293.388,11.472999572753906,1.6851,2.4563
2013-02-21,2675.741,2675.741,2584.758,2610.549,10.294215588104764,10065798400.0,103619498796.0,0.5961,2782569022845.0,541557102075.00006,19015701007458.0,4987485274313.943,11.11520004272461,1.6326,2.5352
2013-02-22,2607.65,2618.483,2591.146,2596.604,10.94581217075328,6020485200.0,65899100176.0,0.3565,2782569022845.0,541557102075.00006,18899939637683.0,4959858500761.932,11.047800064086914,1.6226,2.549
2013-02-25,2607.149,2628.696,2590.787,2604.96,10.461335914703794,5316194200.0,55614493314.0,0.3147,2782569022845.0,541595885573.0,18960964446170.0,4977541080629.62,11.083499908447266,1.6278,2.5402
2013-02-26,2587.375,2631.094,2564.672,2567.595,10.421345801688974,8000306500.0,83373960556.0,0.4727,2782569022845.0,541784905247.0,18700020580366.0,4904341613747.725,10.92930030822754,1.6052,2.5762
2013-02-27,2576.046,2615.249,2569.38,2594.677,10.219136896075764,6322674300.0,64612274221.0,0.3736,2782569022845.0,541777363983.0,18879816308620.0,4956610543997.394,11.034799575805664,1.6204,2.5511
2013-02-28,2611.94,2673.711,2593.997,2673.327,10.611208426761763,8692259500.0,92235377254.0,0.5136,2782569367462.0005,607579326058.0,19319463110426.0,5108389601923.88,11.289899826049805,1.6563,2.4919
2013-03-01,2671.842,2680.854,2626.995,2668.836,10.95427277944176,7334375300.0,80342747703.0,0.4333,2782569367462.0005,607579326058.0,19228750457342.0,5098369852065.471,11.236900329589844,1.6486,2.5022
2013-03-04,2619.42,2619.574,2528.694,2545.715,10.177721629870746,11061910300.0,112585043728.0,0.6534,2782569367462.0005,607579681445.0,18511009650508.0,4860809498097.49,10.796600341796877,1.5855,2.6008
2013-03-05,2547.893,2623.171,2541.766,2622.807,10.300685609638386,8966115200.0,92357133815.0,0.5296,2782569367462.0005,607613936911.0,18955559032943.0,5010121837864.667,11.053099632263184,1.6235,2.5393
2013-03-06,2634.87,2658.139,2620.431,2650.202,9.918526186341571,9582965200.0,95048891279.0,0.5659,2782569367462.0005,607881936911.0,19093494196764.0,5065029208050.829,11.133500099182127,1.6353,2.5196
