,PE_TTM,DIVIDENDYIELD2
2014-01-02,23.313013076782227,1.694915254237288
2014-01-03,22.65445327758789,1.744186046511628
2014-01-06,23.04958915710449,1.7142857142857144
2014-01-07,22.759822845458984,1.7361111111111112
2014-01-08,22.838850021362305,1.7301038062283738
2014-01-09,22.49639892578125,1.7564402810304451
2014-01-10,22.364686965942383,1.76678445229682
2014-01-13,22.39102935791016,1.7647058823529411
2014-01-14,22.73348045349121,1.7381228273464655
2014-01-15,22.70713806152344,1.7401392111368912
2014-01-16,22.65445327758789,1.744186046511628
2014-01-17,22.49639892578125,1.7564402810304451
2014-01-20,22.443714141845703,1.7605633802816902
2014-01-21,22.838850021362305,1.7301038062283738
2014-01-22,23.26032829284668,1.698754246885617
2014-01-23,22.97056198120117,1.720183486238532
2014-01-24,23.207643508911133,1.70261066969353
2014-01-27,22.5490837097168,1.7523364485981308
2014-01-28,22.70713806152344,1.7401392111368912
2014-01-29,22.71440887451172,1.7361111111111112
2014-01-30,22.241191864013672,1.7730496453900706
2014-02-07,22.3200626373291,1.76678445229682
2014-02-10,22.79327964782715,1.7301038062283738
2014-02-11,22.924728393554688,1.720183486238532
2014-02-12,22.97730827331543,1.7162471395881007
2014-02-13,22.63554000854492,1.7421602787456445
2014-02-14,22.84585952758789,1.726121979286536
2014-02-17,23.003597259521484,1.7142857142857144
2014-02-18,22.3200626373291,1.76678445229682
2014-02-19,22.47780036926269,1.7543859649122802
2014-02-20,22.030874252319336,1.789976133651551
2014-02-21,21.47878837585449,1.8359853121175032
2014-02-24,20.90041160583496,1.8867924528301887
2014-02-25,20.32203483581543,1.9404915912031049
2014-02-26,20.37461471557617,1.935483870967742
2014-02-27,20.216876983642575,1.950585175552666
2014-02-28,21.08444023132324,1.8703241895261848
2014-03-03,20.74267196655273,1.9011406844106464
2014-03-04,20.821542739868164,1.893939393939394
2014-03-05,20.74267196655273,1.9011406844106464
2014-03-06,20.821542739868164,1.893939393939394
2014-03-07,20.663803100585938,1.9083969465648856
2014-03-10,19.769948959350582,1.9946808510638296
2014-03-11,19.769948959350582,1.9946808510638296
2014-03-12,19.585920333862305,2.013422818791946
2014-03-13,19.55963134765625,2.0161290322580645
2014-03-14,19.45447158813477,2.027027027027027
2014-03-17,19.61220932006836,2.0107238605898123
2014-03-18,19.507051467895508,2.0215633423180592
2014-03-19,19.42818069458008,2.029769959404601
2014-03-20,19.112703323364254,2.063273727647868
2014-03-21,19.87510871887207,1.984126984126984
2014-03-24,20.58493423461914,1.9157088122605364
2014-03-25,20.45348358154297,1.9280205655526992
2014-03-26,20.427194595336918,1.9305019305019304
2014-03-27,20.32203483581543,1.9404915912031049
2014-03-28,20.243165969848636,1.948051948051948
2014-03-31,19.92768859863281,1.978891820580475
2014-04-01,20.216876983642575,1.950585175552666
2014-04-02,20.34832572937012,1.937984496124031
2014-04-03,20.29574584960937,1.9430051813471505
2014-04-04,21.058151245117188,1.872659176029963
2014-04-08,21.452497482299805,1.8382352941176472
2014-04-09,21.34733772277832,1.8472906403940887
2014-04-10,22.63554000854492,1.7421602787456445
2014-04-11,22.45151138305664,1.7564402810304451
2014-04-14,22.45151138305664,1.7564402810304451
2014-04-15,21.74168586730957,1.8137847642079807
2014-04-16,21.95200538635254,1.7964071856287425
2014-04-17,21.16733741760254,1.7942583732057416
2014-04-18,21.192657470703125,1.792114695340502
2014-04-21,20.584983825683597,1.8450184501845013
2014-04-22,20.584983825683597,1.8450184501845013
2014-04-23,20.38242530822754,1.8633540372670805
2014-04-24,20.30646514892578,1.8703241895261848
2014-04-25,20.129226684570312,1.8867924528301887
2014-04-28,18.607946395874023,1.9083969465648856
2014-04-29,19.29450035095215,1.8404907975460123
2014-04-30,19.19980239868164,1.8495684340320595
2014-05-05,19.29450035095215,1.8404907975460123
2014-05-06,19.19980239868164,1.8495684340320595
2014-05-07,19.152454376220703,1.8541409147095176
2014-05-08,19.247150421142575,1.8450184501845013
2014-05-09,19.41287040710449,1.8292682926829271
2014-05-12,19.862680435180664,1.7878426698450536
2014-05-13,19.67328643798828,1.8050541516245489
2014-05-14,19.72063636779785,1.800720288115246
2014-05-15,19.17612838745117,1.851851851851852
2014-05-16,18.892038345336918,1.8796992481203008
2014-05-19,18.347530364990234,1.935483870967742
2014-05-20,18.39487838745117,1.9305019305019304
2014-05-21,18.63162040710449,1.905972045743329
2014-05-22,18.584272384643555,1.910828025477707
2014-05-23,18.797340393066406,1.889168765743073
2014-05-26,18.773666381835938,1.8915510718789408
2014-05-27,18.607946395874023,1.9083969465648856
2014-05-28,18.915712356567383,1.877346683354193
2014-05-29,18.56059837341309,1.913265306122449
2014-05-30,18.51325035095215,1.918158567774936
2014-06-03,18.44222640991211,1.9255455712451863
2014-06-04,18.110788345336918,1.96078431372549
2014-06-05,18.276508331298828,1.9430051813471505
2014-06-06,18.063440322875977,1.965923984272608
2014-06-09,18.063440322875977,1.965923984272608
2014-06-10,18.39487838745117,1.9305019305019304
2014-06-11,18.252832412719727,1.9455252918287935
2014-06-12,18.15813636779785,1.955671447196871
2014-06-25,17.518932342529297,2.027027027027027
2014-06-26,17.660978317260742,2.0107238605898123
2014-06-27,17.68465232849121,2.0080321285140563
2014-06-30,17.803022384643555,1.9946808510638296
2014-07-01,17.779348373413086,1.9973368841544608
